Job,Item,Material,Espesor,Cantidad,OCR,Clase,Longitud,Ancho,Alto,Volumen,Área Superficial
VA330O,Hinge Bolt On Male_1,Steel,0.5118110236220471,6,VA330O-Hinge Bolt On Male_1,Almacén,0.5118110236220471,1.5059055118110236,3.0000000000000004,0.0055691779238683636,1.1844557225345915
VA330O,SCREW 2.04,Steel,1.0,3,VA330O-SCREW 2.04,Almacén,1.0,1.0,2.31,0.004887213936150148,0.5616656314549415
VA330O,3023 (1),Steel,3.0000000000000004,1,VA330O-3023 (1),Doblado,3.0000000000000004,24.795,86.40100000000001,2.012856728288056,406.15562439013587
VA330O,912,Steel,1.5000000000000002,1,VA330O-912,Doblado,1.5000000000000002,12.4998,12.000000000000002,0.15823815007221045,31.526885474431626
VA330O,3018_1,Steel,2.0,4,VA330O-3018_1,Doblado,2.0,12.25,2.0,0.04138851510392272,8.863372268669327
VA330O,3015,Steel,2.0,1,VA330O-3015,Almacén,74.5,2.0,2.0,0.5271939767228349,59.45204030921672
VA330O,3021,Steel,1.1346235410919312,1,VA330O-3021,Doblado,1.1346235410919312,75.5,2.560660171779831,0.2312450158573008,45.98505529425023
VA330O,3010,Steel,0.37500000000000006,4,VA330O-3010,Corte,0.37500000000000006,2.0000000000000004,2.0,0.011046080829177782,1.0095893233415145
VA330O,3027,Steel,1.457999919548071,1,VA330O-3027,Doblado,1.457999919548071,29.135000000000005,2.95799991954806,0.21993616821639184,24.987731359174276
VA330O,3023,Steel,2.0036613262504295,2,VA330O-3023,Doblado,2.0036613262504295,4.0,3.2236613262504257,0.018276604006559092,3.9100895779840936
VA330O,9251,Steel,1.0,1,VA330O-9251,Doblado,1.0,14.000000000000007,12.000000000000002,0.19569389873385537,38.06188655948044
VA330O,.375-16 X 1.00 stud_1_1,Steel,0.37500000000000006,4,VA330O-.375-16 X 1.00 stud_1_1,Almacén,1.7500000000000002,0.37500000000000006,0.37500000000000006,0.0019328143961156053,0.22825634123647043
